,fieldID,ID,Coord,ESCA,BlackLeaf,Humidity
19,Field4 - white_grape,000013,"(51.0486402806346, 0.7897223355255506)",0.51,0.64,0.34
20,Field4 - white_grape,000014,"(51.04851909737652, 0.7895807652074246)",1.0,0.95,0.51
21,Field4 - white_grape,000015,"(51.04839791411844, 0.7894391948892987)",0.36,0.36,0.53
22,Field4 - white_grape,000016,"(51.04827673086036, 0.7892976245711728)",0.55,0.4,0.37
23,Field4 - white_grape,000017,"(51.04815554760228, 0.7891560542530469)",0.54,0.1,0.7
24,Field4 - white_grape,000018,"(51.0480343643442, 0.7890144839349209)",0.32,0.79,0.99
25,Field4 - white_grape,000019,"(51.047913181086116, 0.788872913616795)",0.93,0.77,0.8
26,Field4 - white_grape,00001A,"(51.047791997828035, 0.7887313432986691)",0.79,0.7,0.05
27,Field4 - white_grape,00001B,"(51.047670814569955, 0.7885897729805432)",0.62,0.71,0.5
28,Field4 - white_grape,00001C,"(51.047549631311874, 0.7884482026624172)",0.47,0.68,0.39
29,Field4 - white_grape,00001D,"(51.04742844805379, 0.7883066323442913)",0.11,0.89,0.01
30,Field4 - white_grape,00001E,"(51.04730726479572, 0.7881650620261654)",1.0,0.76,0.75
31,Field4 - white_grape,00001F,"(51.049225809864964, 0.7906929406923833)",0.14,0.52,0.57
32,Field4 - white_grape,000020,"(51.04910462660688, 0.7905513703742574)",0.85,0.76,0.77
33,Field4 - white_grape,000021,"(51.0489834433488, 0.7904098000561314)",0.09,0.41,0.37
34,Field4 - white_grape,000022,"(51.04886226009072, 0.7902682297380056)",0.34,0.11,0.95
35,Field4 - white_grape,000023,"(51.04874107683264, 0.7901266594198796)",0.91,0.06,0.69
36,Field4 - white_grape,000024,"(51.04861989357456, 0.7899850891017537)",0.06,0.39,0.73
37,Field4 - white_grape,000025,"(51.04849871031648, 0.7898435187836278)",0.0,0.71,0.27
38,Field4 - white_grape,000026,"(51.0483775270584, 0.7897019484655018)",0.73,0.4,0.78
39,Field4 - white_grape,000027,"(51.04825634380032, 0.7895603781473759)",0.82,0.44,0.79
40,Field4 - white_grape,000028,"(51.04813516054224, 0.78941880782925)",0.57,0.82,0.13
41,Field4 - white_grape,000029,"(51.04801397728416, 0.7892772375111241)",0.73,0.6,0.6
42,Field4 - white_grape,00002A,"(51.047892794026076, 0.7891356671929981)",0.19,0.41,0.63
43,Field4 - white_grape,00002B,"(51.047771610767995, 0.7889940968748722)",0.89,0.13,0.25
44,Field4 - white_grape,00002C,"(51.047650427509915, 0.7888525265567463)",1.0,0.38,0.47
45,Field4 - white_grape,00002D,"(51.047529244251834, 0.7887109562386204)",0.05,0.82,0.02
46,Field4 - white_grape,00002E,"(51.04740806099375, 0.7885693859204944)",0.58,0.92,0.46
47,Field4 - white_grape,00002F,"(51.04728687773567, 0.7884278156023685)",0.4,0.98,0.69
48,Field4 - white_grape,000030,"(51.0471656944776, 0.7882862452842426)",0.89,0.47,0.07
49,Field4 - white_grape,000031,"(51.04932660606299, 0.7910972645867171)",0.44,0.23,0.48
50,Field4 - white_grape,000032,"(51.04920542280491, 0.7909556942685912)",0.38,0.55,0.5
51,Field4 - white_grape,000033,"(51.049084239546836, 0.7908141239504652)",0.86,0.85,0.54
52,Field4 - white_grape,000034,"(51.048963056288756, 0.7906725536323393)",0.31,0.28,0.11
53,Field4 - white_grape,000035,"(51.048841873030675, 0.7905309833142133)",0.92,0.66,0.7
54,Field4 - white_grape,000036,"(51.048720689772594, 0.7903894129960876)",0.93,0.95,0.51
55,Field4 - white_grape,000037,"(51.04859950651451, 0.7902478426779616)",0.8,0.1,0.56
56,Field4 - white_grape,000038,"(51.04847832325643, 0.7901062723598357)",0.47,0.23,0.31
57,Field4 - white_grape,000039,"(51.04835713999835, 0.7899647020417098)",0.31,0.21,0.54
58,Field4 - white_grape,00003A,"(51.04823595674027, 0.7898231317235838)",0.84,0.5,0.15
59,Field4 - white_grape,00003B,"(51.04811477348219, 0.7896815614054579)",0.67,0.85,0.5
60,Field4 - white_grape,00003C,"(51.04799359022411, 0.789539991087332)",0.15,0.73,0.91
61,Field4 - white_grape,00003D,"(51.04787240696603, 0.7893984207692061)",0.65,0.92,0.69
62,Field4 - white_grape,00003E,"(51.04775122370795, 0.7892568504510801)",0.0,0.29,0.47
63,Field4 - white_grape,00003F,"(51.04763004044987, 0.7891152801329542)",0.55,0.88,0.42
64,Field4 - white_grape,000040,"(51.04750885719179, 0.7889737098148283)",0.43,0.73,0.76
65,Field4 - white_grape,000041,"(51.047387673933706, 0.7888321394967024)",0.68,0.07,0.39
66,Field4 - white_grape,000042,"(51.047266490675625, 0.7886905691785764)",0.42,0.7,0.47
67,Field4 - white_grape,000043,"(51.047145307417544, 0.7885489988604505)",0.89,0.55,0.32
68,Field4 - white_grape,000044,"(51.04702412415947, 0.7884074285423246)",0.59,0.17,0.62
69,Field4 - white_grape,000045,"(51.04690294090139, 0.7882658582241986)",0.35,0.63,0.36
70,Field4 - white_grape,000046,"(51.04930621900295, 0.7913600181629203)",0.65,0.67,0.21
71,Field4 - white_grape,000047,"(51.04918503574487, 0.7912184478447944)",0.27,0.37,0.39
72,Field4 - white_grape,000048,"(51.04906385248679, 0.7910768775266686)",0.28,0.99,0.62
73,Field4 - white_grape,000049,"(51.048942669228715, 0.7909353072085425)",0.3,0.72,0.35
74,Field4 - white_grape,00004A,"(51.048821485970635, 0.7907937368904167)",0.98,0.59,0.62
75,Field4 - white_grape,00004B,"(51.048700302712554, 0.7906521665722906)",0.45,0.98,0.42
76,Field4 - white_grape,00004C,"(51.04857911945447, 0.7905105962541649)",0.14,0.93,0.02
77,Field4 - white_grape,00004D,"(51.04845793619639, 0.7903690259360389)",0.35,0.27,0.42
78,Field4 - white_grape,00004E,"(51.04833675293831, 0.790227455617913)",0.4,0.51,0.57
79,Field4 - white_grape,00004F,"(51.04821556968023, 0.7900858852997871)",0.85,0.82,0.76
80,Field4 - white_grape,000050,"(51.04809438642215, 0.7899443149816611)",0.85,0.45,0.18
81,Field4 - white_grape,000051,"(51.04797320316407, 0.7898027446635352)",0.18,0.49,0.97
82,Field4 - white_grape,000052,"(51.04785201990599, 0.7896611743454093)",0.98,0.52,0.33
83,Field4 - white_grape,000053,"(51.04773083664791, 0.7895196040272834)",0.86,0.68,0.16
84,Field4 - white_grape,000054,"(51.04760965338983, 0.7893780337091574)",0.98,0.89,0.05
85,Field4 - white_grape,000055,"(51.047488470131746, 0.7892364633910315)",0.78,0.09,0.11
86,Field4 - white_grape,000056,"(51.047367286873666, 0.7890948930729056)",0.75,0.97,0.75
87,Field4 - white_grape,000057,"(51.047246103615585, 0.7889533227547797)",0.08,0.3,0.49
88,Field4 - white_grape,000058,"(51.047124920357504, 0.7888117524366537)",0.8,0.31,0.76
89,Field4 - white_grape,000059,"(51.04700373709942, 0.7886701821185278)",0.41,0.98,0.66
90,Field4 - white_grape,00005A,"(51.04688255384135, 0.7885286118004019)",0.66,0.38,0.89
91,Field4 - white_grape,00005B,"(51.04676137058327, 0.7883870414822759)",0.01,0.79,0.13
92,Field4 - white_grape,00005C,"(51.04664018732519, 0.78824547116415)",0.46,0.47,0.53
93,Field4 - white_grape,00005D,"(51.049407015200984, 0.7917643420572541)",0.18,0.28,0.66
94,Field4 - white_grape,00005E,"(51.0492858319429, 0.7916227717391281)",0.46,0.69,0.64
95,Field4 - white_grape,00005F,"(51.04916464868482, 0.7914812014210022)",0.56,0.85,0.16
96,Field4 - white_grape,000060,"(51.04904346542674, 0.7913396311028763)",0.01,0.34,0.2
97,Field4 - white_grape,000061,"(51.04892228216866, 0.7911980607847504)",0.96,0.51,0.8
98,Field4 - white_grape,000062,"(51.04880109891059, 0.7910564904666244)",0.62,0.88,0.31
99,Field4 - white_grape,000063,"(51.04867991565251, 0.7909149201484985)",0.41,0.35,0.12
100,Field4 - white_grape,000064,"(51.048558732394426, 0.7907733498303725)",0.64,0.54,0.06
101,Field4 - white_grape,000065,"(51.048437549136345, 0.7906317795122467)",0.54,0.66,0.12
102,Field4 - white_grape,000066,"(51.048316365878264, 0.7904902091941207)",0.21,0.45,0.08
103,Field4 - white_grape,000067,"(51.048195182620184, 0.7903486388759948)",0.92,0.7,0.08
104,Field4 - white_grape,000068,"(51.0480739993621, 0.7902070685578689)",0.88,0.17,0.62
105,Field4 - white_grape,000069,"(51.04795281610402, 0.7900654982397429)",0.88,1.0,0.5
106,Field4 - white_grape,00006A,"(51.04783163284594, 0.789923927921617)",0.8,0.33,0.19
107,Field4 - white_grape,00006B,"(51.04771044958786, 0.7897823576034911)",0.23,0.9,0.36
108,Field4 - white_grape,00006C,"(51.04758926632978, 0.7896407872853652)",0.27,0.36,0.48
109,Field4 - white_grape,00006D,"(51.0474680830717, 0.7894992169672392)",0.52,0.6,0.69
110,Field4 - white_grape,00006E,"(51.04734689981362, 0.7893576466491133)",0.99,0.13,0.49
111,Field4 - white_grape,00006F,"(51.04722571655554, 0.7892160763309874)",0.89,0.56,0.86
112,Field4 - white_grape,000070,"(51.04710453329746, 0.7890745060128616)",0.15,0.95,0.67
113,Field4 - white_grape,000071,"(51.046983350039376, 0.7889329356947355)",0.12,0.16,0.06
114,Field4 - white_grape,000072,"(51.046862166781295, 0.7887913653766097)",0.28,0.43,0.71
115,Field4 - white_grape,000073,"(51.04674098352322, 0.7886497950584838)",0.92,0.9,0.91
116,Field4 - white_grape,000074,"(51.04938662814094, 0.792027095633462)",0.63,0.37,0.29
117,Field4 - white_grape,000075,"(51.049265444882856, 0.7918855253153361)",0.27,0.73,0.08
118,Field4 - white_grape,000076,"(51.049144261624775, 0.7917439549972101)",0.78,0.81,0.99
119,Field4 - white_grape,000077,"(51.049023078366695, 0.7916023846790842)",0.82,0.24,0.07
120,Field4 - white_grape,000078,"(51.048901895108614, 0.7914608143609583)",0.38,0.35,0.51
121,Field4 - white_grape,000079,"(51.04878071185053, 0.7913192440428324)",0.88,1.0,0.7
122,Field4 - white_grape,00007A,"(51.04865952859246, 0.7911776737247064)",0.56,0.56,0.48
123,Field4 - white_grape,00007B,"(51.04853834533438, 0.7910361034065805)",0.36,0.69,0.71
124,Field4 - white_grape,00007C,"(51.0484171620763, 0.7908945330884545)",0.42,0.04,0.81
125,Field4 - white_grape,00007D,"(51.04829597881822, 0.7907529627703287)",0.66,0.68,0.24
126,Field4 - white_grape,00007E,"(51.048174795560136, 0.7906113924522027)",0.1,0.56,0.99
127,Field4 - white_grape,00007F,"(51.048053612302056, 0.7904698221340768)",0.49,0.83,0.02
128,Field4 - white_grape,000080,"(51.047932429043975, 0.7903282518159509)",0.04,0.91,0.86
129,Field4 - white_grape,000081,"(51.047811245785894, 0.7901866814978249)",0.65,0.65,0.76
130,Field4 - white_grape,000082,"(51.04769006252781, 0.790045111179699)",0.61,0.37,0.41
131,Field4 - white_grape,000083,"(51.04756887926973, 0.7899035408615731)",0.63,0.32,0.86
132,Field4 - white_grape,000084,"(51.04744769601165, 0.7897619705434472)",0.6,0.27,0.82
133,Field4 - white_grape,000085,"(51.04732651275357, 0.7896204002253212)",0.16,0.32,0.01
134,Field4 - white_grape,000086,"(51.04720532949549, 0.7894788299071953)",0.3,0.63,0.12
135,Field4 - white_grape,000087,"(51.04708414623741, 0.7893372595890694)",0.89,0.1,0.98
136,Field4 - white_grape,000088,"(51.04696296297933, 0.7891956892709435)",0.71,0.41,0.75
137,Field4 - white_grape,000089,"(51.04684177972125, 0.7890541189528175)",0.88,0.53,0.52
138,Field4 - white_grape,00008A,"(51.04672059646317, 0.7889125486346916)",0.26,0.25,0.92
139,Field4 - white_grape,00008B,"(51.049245057822816, 0.7921482788915393)",0.9,0.65,0.93
140,Field4 - white_grape,00008C,"(51.049123874564735, 0.7920067085734134)",0.43,0.78,0.31
141,Field4 - white_grape,00008D,"(51.049002691306654, 0.7918651382552874)",0.59,0.26,0.29
142,Field4 - white_grape,00008E,"(51.048881508048574, 0.7917235679371615)",0.77,0.62,0.55
143,Field4 - white_grape,00008F,"(51.04876032479049, 0.7915819976190356)",0.18,0.79,0.49
144,Field4 - white_grape,000090,"(51.04863914153241, 0.7914404273009097)",0.65,0.12,0.22
145,Field4 - white_grape,000091,"(51.04851795827434, 0.7912988569827837)",0.69,0.22,0.24
146,Field4 - white_grape,000092,"(51.04839677501626, 0.7911572866646578)",0.09,0.34,0.27
147,Field4 - white_grape,000093,"(51.04827559175818, 0.7910157163465318)",0.64,0.31,0.01
148,Field4 - white_grape,000094,"(51.048154408500096, 0.790874146028406)",0.4,0.22,0.75
149,Field4 - white_grape,000095,"(51.048033225242015, 0.79073257571028)",0.66,0.28,0.07
150,Field4 - white_grape,000096,"(51.047912041983935, 0.7905910053921541)",0.57,0.75,0.71
151,Field4 - white_grape,000097,"(51.047790858725854, 0.7904494350740282)",0.81,0.92,0.39
152,Field4 - white_grape,000098,"(51.04766967546777, 0.7903078647559022)",0.88,0.06,0.68
153,Field4 - white_grape,000099,"(51.04754849220969, 0.7901662944377763)",0.75,0.36,0.05
154,Field4 - white_grape,00009A,"(51.04742730895161, 0.7900247241196504)",0.84,0.02,0.0
155,Field4 - white_grape,00009B,"(51.04730612569353, 0.7898831538015245)",0.93,0.05,0.36
156,Field4 - white_grape,00009C,"(51.04718494243545, 0.7897415834833985)",0.25,0.69,0.6
157,Field4 - white_grape,00009D,"(51.04706375917737, 0.7896000131652726)",0.41,0.56,0.18
158,Field4 - white_grape,00009E,"(51.04694257591929, 0.7894584428471467)",0.06,0.08,0.2
159,Field4 - white_grape,00009F,"(51.04682139266121, 0.7893168725290208)",0.52,0.63,0.33
160,Field4 - white_grape,0000A0,"(51.04898230424661, 0.7921278918314952)",0.54,0.37,0.61
161,Field4 - white_grape,0000A1,"(51.048861120988526, 0.7919863215133692)",0.08,0.49,0.27
162,Field4 - white_grape,0000A2,"(51.048739937730446, 0.7918447511952433)",0.94,0.44,0.97
163,Field4 - white_grape,0000A3,"(51.048618754472365, 0.7917031808771174)",0.59,0.19,0.55
164,Field4 - white_grape,0000A4,"(51.048497571214284, 0.7915616105589915)",0.45,0.06,0.05
165,Field4 - white_grape,0000A5,"(51.04837638795621, 0.7914200402408655)",0.38,0.03,0.56
166,Field4 - white_grape,0000A6,"(51.04825520469813, 0.7912784699227396)",0.96,0.56,0.84
167,Field4 - white_grape,0000A7,"(51.04813402144005, 0.7911368996046136)",0.41,0.87,0.71
168,Field4 - white_grape,0000A8,"(51.04801283818197, 0.7909953292864879)",0.54,0.82,0.22
169,Field4 - white_grape,0000A9,"(51.04789165492389, 0.7908537589683619)",0.65,0.24,0.35
170,Field4 - white_grape,0000AA,"(51.04777047166581, 0.790712188650236)",0.87,0.86,0.43
171,Field4 - white_grape,0000AB,"(51.047649288407726, 0.7905706183321101)",0.21,0.26,0.3
172,Field4 - white_grape,0000AC,"(51.047528105149645, 0.7904290480139841)",0.87,0.42,0.65
173,Field4 - white_grape,0000AD,"(51.047406921891564, 0.7902874776958582)",0.91,0.65,0.94
174,Field4 - white_grape,0000AE,"(51.047285738633484, 0.7901459073777323)",0.47,0.85,0.71
175,Field4 - white_grape,0000AF,"(51.0471645553754, 0.7900043370596064)",0.34,0.54,0.94
176,Field4 - white_grape,0000B0,"(51.04704337211732, 0.7898627667414804)",1.0,0.3,0.33
177,Field4 - white_grape,0000B1,"(51.04692218885924, 0.7897211964233545)",0.82,0.34,0.17
178,Field4 - white_grape,0000B2,"(51.04680100560116, 0.7895796261052286)",0.5,0.73,0.5
179,Field4 - white_grape,0000B3,"(51.0487195506704, 0.7921075047714512)",0.7,0.67,0.81
180,Field4 - white_grape,0000B4,"(51.04859836741232, 0.7919659344533253)",0.41,0.54,0.35
181,Field4 - white_grape,0000B5,"(51.04847718415424, 0.7918243641351994)",0.59,0.83,0.29
182,Field4 - white_grape,0000B6,"(51.048356000896156, 0.7916827938170735)",0.57,0.54,0.57
183,Field4 - white_grape,0000B7,"(51.04823481763808, 0.7915412234989475)",0.02,0.55,0.3
184,Field4 - white_grape,0000B8,"(51.04811363438, 0.7913996531808216)",0.28,0.32,0.31
185,Field4 - white_grape,0000B9,"(51.04799245112192, 0.7912580828626956)",0.54,0.98,0.04
186,Field4 - white_grape,0000BA,"(51.04787126786384, 0.7911165125445698)",0.99,0.86,0.95
187,Field4 - white_grape,0000BB,"(51.04775008460576, 0.7909749422264438)",0.98,0.74,0.02
188,Field4 - white_grape,0000BC,"(51.04762890134768, 0.7908333719083179)",1.0,0.67,0.91
189,Field4 - white_grape,0000BD,"(51.0475077180896, 0.790691801590192)",0.6,0.47,0.57
190,Field4 - white_grape,0000BE,"(51.04738653483152, 0.790550231272066)",0.06,0.25,0.17
191,Field4 - white_grape,0000BF,"(51.04726535157344, 0.7904086609539401)",0.78,0.48,0.41
192,Field4 - white_grape,0000C0,"(51.047144168315356, 0.7902670906358142)",0.95,0.75,0.18
193,Field4 - white_grape,0000C1,"(51.047022985057275, 0.7901255203176883)",0.89,0.05,0.25
194,Field4 - white_grape,0000C2,"(51.046901801799194, 0.7899839499995623)",0.93,0.83,0.85
195,Field4 - white_grape,0000C3,"(51.04857798035228, 0.7922286880295285)",0.7,0.54,0.32
196,Field4 - white_grape,0000C4,"(51.0484567970942, 0.7920871177114026)",0.33,0.38,0.72
197,Field4 - white_grape,0000C5,"(51.048335613836116, 0.7919455473932767)",0.98,0.14,0.13
198,Field4 - white_grape,0000C6,"(51.048214430578035, 0.7918039770751508)",0.14,0.26,0.98
199,Field4 - white_grape,0000C7,"(51.04809324731996, 0.7916624067570248)",0.25,0.74,0.86
200,Field4 - white_grape,0000C8,"(51.04797206406188, 0.7915208364388989)",0.9,0.87,0.24
201,Field4 - white_grape,0000C9,"(51.0478508808038, 0.7913792661207729)",0.22,0.86,0.47
202,Field4 - white_grape,0000CA,"(51.04772969754572, 0.7912376958026471)",0.4,0.93,0.1
203,Field4 - white_grape,0000CB,"(51.04760851428764, 0.7910961254845211)",0.87,1.0,0.86
204,Field4 - white_grape,0000CC,"(51.04748733102956, 0.7909545551663952)",0.26,0.43,0.19
205,Field4 - white_grape,0000CD,"(51.04736614777148, 0.7908129848482693)",0.49,0.11,0.28
206,Field4 - white_grape,0000CE,"(51.047244964513396, 0.7906714145301433)",0.7,0.55,0.35
207,Field4 - white_grape,0000CF,"(51.04831522677607, 0.7922083009694845)",0.0,0.8,0.68
208,Field4 - white_grape,0000D0,"(51.04819404351799, 0.7920667306513586)",0.84,0.85,1.0
209,Field4 - white_grape,0000D1,"(51.04807286025991, 0.7919251603332327)",0.78,0.86,0.99
210,Field4 - white_grape,0000D2,"(51.047951677001834, 0.7917835900151067)",0.65,0.5,0.18
211,Field4 - white_grape,0000D3,"(51.04783049374375, 0.7916420196969808)",0.17,0.48,1.0
212,Field4 - white_grape,0000D4,"(51.04770931048567, 0.7915004493788548)",0.73,0.9,1.0
213,Field4 - white_grape,0000D5,"(51.04758812722759, 0.791358879060729)",0.82,0.26,0.84
214,Field4 - white_grape,0000D6,"(51.04746694396951, 0.791217308742603)",0.24,0.24,0.16
215,Field4 - white_grape,0000D7,"(51.04734576071143, 0.7910757384244771)",0.21,0.48,0.49
216,Field4 - white_grape,0000D8,"(51.04722457745335, 0.7909341681063512)",0.58,0.17,0.04
217,Field4 - white_grape,0000D9,"(51.04805247319986, 0.7921879139094405)",0.07,0.86,0.47
218,Field4 - white_grape,0000DA,"(51.04793128994178, 0.7920463435913146)",0.38,0.78,0.41
219,Field4 - white_grape,0000DB,"(51.047810106683706, 0.7919047732731886)",0.25,0.93,0.37
220,Field4 - white_grape,0000DC,"(51.047688923425625, 0.7917632029550628)",0.06,0.67,0.13
221,Field4 - white_grape,0000DD,"(51.047567740167544, 0.7916216326369367)",0.56,0.88,0.24
222,Field4 - white_grape,0000DE,"(51.04744655690946, 0.791480062318811)",0.32,0.95,0.01
223,Field4 - white_grape,0000DF,"(51.04732537365138, 0.791338492000685)",0.97,0.37,0.55
224,Field4 - white_grape,0000E0,"(51.0472041903933, 0.7911969216825591)",0.22,0.89,0.5
225,Field4 - white_grape,0000E1,"(51.04791090288173, 0.7923090971675179)",0.05,0.57,0.77
226,Field4 - white_grape,0000E2,"(51.04778971962365, 0.792167526849392)",0.62,0.49,0.54
227,Field4 - white_grape,0000E3,"(51.04766853636558, 0.792025956531266)",0.27,0.74,0.46
228,Field4 - white_grape,0000E4,"(51.0475473531075, 0.7918843862131401)",0.1,0.34,0.44
229,Field4 - white_grape,0000E5,"(51.047426169849416, 0.791742815895014)",0.78,0.93,0.66
230,Field4 - white_grape,0000E6,"(51.047304986591335, 0.7916012455768883)",0.64,0.66,0.45
231,Field4 - white_grape,0000E7,"(51.047183803333255, 0.7914596752587623)",0.51,0.17,0.43
232,Field4 - white_grape,0000E8,"(51.047062620075174, 0.7913181049406364)",0.52,0.29,0.32
233,Field4 - white_grape,0000E9,"(51.04764814930553, 0.7922887101074739)",0.25,0.78,0.02
234,Field4 - white_grape,0000EA,"(51.04752696604746, 0.7921471397893479)",0.94,0.08,0.74
235,Field4 - white_grape,0000EB,"(51.047405782789376, 0.792005569471222)",0.72,0.51,0.29
236,Field4 - white_grape,0000EC,"(51.047284599531295, 0.791863999153096)",0.01,0.67,0.93
237,Field4 - white_grape,0000ED,"(51.047163416273214, 0.7917224288349702)",0.64,0.51,0.91
238,Field4 - white_grape,0000EE,"(51.04738539572933, 0.7922683230474298)",0.35,0.66,0.65
239,Field4 - white_grape,0000EF,"(51.04726421247125, 0.7921267527293039)",0.57,0.76,0.3
240,Field4 - white_grape,0000F0,"(51.04714302921317, 0.7919851824111779)",0.52,0.16,0.49
241,Field4 - white_grape,0000F1,"(51.0472438254112, 0.7923895063055071)",0.28,0.18,0.84
242,Field4 - white_grape,0000F2,"(51.04712264215312, 0.7922479359873812)",0.41,0.53,0.62
0,Field5 - white_grape,000000,"(51.038457601501726, 0.7923126503086826)",0.93,0.39,0.7
1,Field5 - white_grape,000001,"(51.03833676050498, 0.7921714798316497)",0.07,0.78,0.18
2,Field5 - white_grape,000002,"(51.03843727202143, 0.7925746617824618)",0.79,0.65,0.01
3,Field5 - white_grape,000003,"(51.03831643102469, 0.792433491305429)",0.44,0.73,0.85
4,Field5 - white_grape,000004,"(51.03819559002795, 0.7922923208283961)",0.74,0.04,0.08
5,Field5 - white_grape,000005,"(51.0380747490312, 0.7921511503513631)",0.8,0.99,0.96
6,Field5 - white_grape,000006,"(51.03841694254115, 0.7928366732562365)",0.92,0.21,0.98
7,Field5 - white_grape,000007,"(51.038296101544404, 0.7926955027792035)",0.65,0.58,0.28
8,Field5 - white_grape,000008,"(51.03817526054766, 0.7925543323021706)",0.29,0.44,0.63
9,Field5 - white_grape,000009,"(51.03805441955092, 0.7924131618251378)",0.71,0.19,0.97
10,Field5 - white_grape,00000A,"(51.037933578554174, 0.7922719913481048)",0.67,0.08,0.79
11,Field5 - white_grape,00000B,"(51.03827577206412, 0.7929575142529781)",0.34,0.2,0.83
12,Field5 - white_grape,00000C,"(51.038154931067375, 0.7928163437759451)",0.66,0.84,0.04
13,Field5 - white_grape,00000D,"(51.03803409007063, 0.7926751732989122)",0.6,0.38,0.65
14,Field5 - white_grape,00000E,"(51.03791324907389, 0.7925340028218794)",0.79,0.4,0.06
15,Field5 - white_grape,00000F,"(51.037792408077145, 0.7923928323448464)",0.28,0.37,0.21
16,Field5 - white_grape,000010,"(51.0376715670804, 0.7922516618678135)",0.49,0.03,0.52
17,Field5 - white_grape,000011,"(51.038255442583825, 0.7932195257267574)",0.69,0.32,0.73
18,Field5 - white_grape,000012,"(51.03813460158708, 0.7930783552497245)",0.83,0.25,0.88
19,Field5 - white_grape,000013,"(51.03801376059034, 0.7929371847726915)",0.72,0.31,0.46
20,Field5 - white_grape,000014,"(51.037892919593595, 0.7927960142956586)",0.1,0.31,0.21
21,Field5 - white_grape,000015,"(51.03777207859685, 0.7926548438186257)",0.3,0.14,0.39
22,Field5 - white_grape,000016,"(51.03765123760011, 0.7925136733415927)",0.54,0.87,0.39
23,Field5 - white_grape,000017,"(51.037530396603366, 0.7923725028645598)",0.05,0.8,0.78
24,Field5 - white_grape,000018,"(51.03740955560662, 0.7922313323875269)",0.98,0.35,0.78
25,Field5 - white_grape,000019,"(51.038114272106796, 0.7933403667234991)",0.52,0.95,0.46
26,Field5 - white_grape,00001A,"(51.03799343111005, 0.7931991962464662)",0.27,0.96,0.44
27,Field5 - white_grape,00001B,"(51.03787259011331, 0.7930580257694332)",0.3,0.42,0.62
28,Field5 - white_grape,00001C,"(51.037751749116566, 0.7929168552924003)",0.48,1.0,0.55
29,Field5 - white_grape,00001D,"(51.03763090811982, 0.7927756848153674)",0.12,0.45,0.68
30,Field5 - white_grape,00001E,"(51.03751006712308, 0.7926345143383344)",0.21,0.59,0.73
31,Field5 - white_grape,00001F,"(51.037389226126336, 0.7924933438613015)",0.87,0.29,0.45
32,Field5 - white_grape,000020,"(51.03726838512959, 0.7923521733842686)",0.75,0.8,0.83
33,Field5 - white_grape,000021,"(51.0380939426265, 0.7936023781972782)",0.12,0.77,0.06
34,Field5 - white_grape,000022,"(51.03797310162976, 0.7934612077202453)",0.76,0.84,0.1
35,Field5 - white_grape,000023,"(51.03785226063302, 0.7933200372432124)",0.63,0.51,0.41
36,Field5 - white_grape,000024,"(51.03773141963627, 0.7931788667661794)",0.71,0.22,0.74
37,Field5 - white_grape,000025,"(51.03761057863953, 0.7930376962891466)",0.67,0.85,0.26
38,Field5 - white_grape,000026,"(51.03748973764279, 0.7928965258121137)",0.52,0.96,0.9
39,Field5 - white_grape,000027,"(51.03736889664604, 0.7927553553350807)",0.73,0.12,0.74
40,Field5 - white_grape,000028,"(51.0372480556493, 0.7926141848580478)",0.67,0.06,0.95
41,Field5 - white_grape,000029,"(51.03712721465256, 0.7924730143810148)",0.4,0.58,0.57
42,Field5 - white_grape,00002A,"(51.037006373655814, 0.7923318439039819)",0.37,0.55,0.71
43,Field5 - white_grape,00002B,"(51.03807361314621, 0.7938643896710529)",0.08,0.35,0.78
44,Field5 - white_grape,00002C,"(51.03795277214947, 0.7937232191940199)",0.81,0.33,0.46
45,Field5 - white_grape,00002D,"(51.03783193115272, 0.793582048716987)",0.04,0.19,0.83
46,Field5 - white_grape,00002E,"(51.03771109015598, 0.7934408782399541)",0.68,0.75,0.29
47,Field5 - white_grape,00002F,"(51.03759024915924, 0.7932997077629211)",0.2,0.41,0.01
48,Field5 - white_grape,000030,"(51.037469408162494, 0.7931585372858883)",0.81,0.76,0.62
49,Field5 - white_grape,000031,"(51.03734856716575, 0.7930173668088554)",0.19,0.04,0.09
50,Field5 - white_grape,000032,"(51.03722772616901, 0.7928761963318224)",0.12,0.96,0.79
51,Field5 - white_grape,000033,"(51.037106885172264, 0.7927350258547895)",0.96,0.76,0.14
52,Field5 - white_grape,000034,"(51.03698604417552, 0.7925938553777565)",0.53,0.02,0.89
53,Field5 - white_grape,000035,"(51.03686520317878, 0.7924526849007236)",0.87,0.4,0.55
54,Field5 - white_grape,000036,"(51.03817412466267, 0.7942675716218605)",0.52,0.08,1.0
55,Field5 - white_grape,000037,"(51.038053283665924, 0.7941264011448276)",0.5,0.04,0.96
56,Field5 - white_grape,000038,"(51.03793244266918, 0.7939852306677946)",0.99,0.25,0.2
57,Field5 - white_grape,000039,"(51.03781160167244, 0.7938440601907616)",0.34,0.96,0.34
58,Field5 - white_grape,00003A,"(51.037690760675694, 0.7937028897137287)",0.94,0.73,0.41
59,Field5 - white_grape,00003B,"(51.03756991967895, 0.7935617192366958)",0.15,0.14,0.08
60,Field5 - white_grape,00003C,"(51.03744907868221, 0.7934205487596628)",0.13,0.94,0.9
61,Field5 - white_grape,00003D,"(51.037328237685465, 0.79327937828263)",0.67,0.96,0.44
