,fieldID,ID,Coord,ESCA,BlackLeaf,Humidity
92,Field 2 - white_grape,00005C,"(51.004166432133225, 0.5426084813081734)",0.73,0.52,0.05
93,Field 2 - white_grape,00005D,"(51.00409544005353, 0.5425255459962717)",0.47,0.38,0.83
94,Field 2 - white_grape,00005E,"(51.00402444797384, 0.54244261068437)",0.42,0.57,0.38
95,Field 2 - white_grape,00005F,"(51.003953455894155, 0.5423596753724683)",0.53,0.65,0.41
96,Field 2 - white_grape,000060,"(51.00388246381446, 0.5422767400605666)",0.83,0.38,0.8
97,Field 2 - white_grape,000061,"(51.00381147173477, 0.542193804748665)",0.43,0.16,0.29
98,Field 2 - white_grape,000062,"(51.00465143345884, 0.5433429558830779)",0.39,0.16,0.1
99,Field 2 - white_grape,000063,"(51.004580441379154, 0.5432600205711762)",0.66,0.8,0.84
100,Field 2 - white_grape,000064,"(51.00450944929946, 0.5431770852592746)",0.16,0.64,0.33
101,Field 2 - white_grape,000065,"(51.00443845721977, 0.5430941499473728)",0.61,0.56,0.92
102,Field 2 - white_grape,000066,"(51.004367465140085, 0.5430112146354711)",0.66,0.57,0.77
103,Field 2 - white_grape,000067,"(51.00429647306039, 0.5429282793235695)",0.4,0.79,0.92
104,Field 2 - white_grape,000068,"(51.0042254809807, 0.5428453440116678)",0.97,0.89,0.29
105,Field 2 - white_grape,000069,"(51.00415448890101, 0.5427624086997662)",0.78,0.77,0.13
106,Field 2 - white_grape,00006A,"(51.00408349682132, 0.5426794733878645)",0.89,0.65,0.37
107,Field 2 - white_grape,00006B,"(51.00401250474163, 0.5425965380759628)",0.74,0.83,0.59
108,Field 2 - white_grape,00006C,"(51.00394151266194, 0.5425136027640611)",0.37,0.13,0.28
109,Field 2 - white_grape,00006D,"(51.003870520582254, 0.5424306674521594)",0.43,0.55,0.03
110,Field 2 - white_grape,00006E,"(51.00379952850256, 0.5423477321402577)",0.89,0.62,0.21
111,Field 2 - white_grape,00006F,"(51.00372853642287, 0.542264796828356)",0.78,0.07,0.01
112,Field 2 - white_grape,000070,"(51.00456849814694, 0.543413947962769)",0.29,0.28,0.76
113,Field 2 - white_grape,000071,"(51.00449750606725, 0.5433310126508673)",0.03,0.58,0.37
114,Field 2 - white_grape,000072,"(51.00442651398756, 0.5432480773389656)",0.78,0.99,0.15
115,Field 2 - white_grape,000073,"(51.00435552190787, 0.5431651420270639)",0.53,0.66,0.0
116,Field 2 - white_grape,000074,"(51.00428452982818, 0.5430822067151622)",0.67,0.29,0.21
117,Field 2 - white_grape,000075,"(51.00421353774849, 0.5429992714032605)",0.18,0.2,0.62
118,Field 2 - white_grape,000076,"(51.0041425456688, 0.5429163360913589)",0.59,0.41,0.66
119,Field 2 - white_grape,000077,"(51.00407155358911, 0.5428334007794573)",0.88,0.46,0.81
120,Field 2 - white_grape,000078,"(51.00400056150942, 0.5427504654675556)",0.43,0.49,0.75
121,Field 2 - white_grape,000079,"(51.00392956942973, 0.5426675301556538)",0.05,0.97,0.62
122,Field 2 - white_grape,00007A,"(51.00385857735004, 0.5425845948437522)",1.0,0.89,0.71
123,Field 2 - white_grape,00007B,"(51.00378758527035, 0.5425016595318505)",0.8,0.27,0.92
124,Field 2 - white_grape,00007C,"(51.00371659319066, 0.5424187242199487)",0.13,0.13,0.54
125,Field 2 - white_grape,00007D,"(51.00364560111097, 0.5423357889080471)",0.77,0.78,0.52
126,Field 2 - white_grape,00007E,"(51.003574609031276, 0.5422528535961455)",0.53,0.69,0.19
127,Field 2 - white_grape,00007F,"(51.004485562835036, 0.5434849400424601)",0.89,0.74,0.49
128,Field 2 - white_grape,000080,"(51.00441457075535, 0.5434020047305583)",0.89,0.63,0.34
129,Field 2 - white_grape,000081,"(51.00434357867566, 0.5433190694186567)",0.8,0.11,0.34
130,Field 2 - white_grape,000082,"(51.00427258659597, 0.543236134106755)",0.09,0.54,0.08
131,Field 2 - white_grape,000083,"(51.00420159451628, 0.5431531987948532)",0.3,0.68,0.58
132,Field 2 - white_grape,000084,"(51.00413060243659, 0.5430702634829516)",0.13,0.11,0.82
133,Field 2 - white_grape,000085,"(51.0040596103569, 0.54298732817105)",0.28,0.79,0.93
134,Field 2 - white_grape,000086,"(51.003988618277205, 0.5429043928591484)",0.2,0.33,0.68
135,Field 2 - white_grape,000087,"(51.00391762619752, 0.5428214575472466)",0.59,0.52,0.52
136,Field 2 - white_grape,000088,"(51.00384663411783, 0.5427385222353449)",0.55,0.56,0.35
137,Field 2 - white_grape,000089,"(51.003775642038136, 0.5426555869234433)",0.89,0.7,0.06
138,Field 2 - white_grape,00008A,"(51.00370464995845, 0.5425726516115416)",0.87,0.13,0.35
139,Field 2 - white_grape,00008B,"(51.00363365787876, 0.5424897162996398)",0.49,0.82,0.6
140,Field 2 - white_grape,00008C,"(51.003562665799066, 0.5424067809877382)",0.14,0.82,0.64
141,Field 2 - white_grape,00008D,"(51.003491673719374, 0.5423238456758366)",0.27,0.19,0.39
142,Field 2 - white_grape,00008E,"(51.004402627523135, 0.5435559321221511)",0.74,0.25,0.79
143,Field 2 - white_grape,00008F,"(51.00433163544345, 0.5434729968102494)",0.87,0.23,0.87
144,Field 2 - white_grape,000090,"(51.00426064336376, 0.5433900614983478)",0.22,0.27,0.98
145,Field 2 - white_grape,000091,"(51.004189651284065, 0.543307126186446)",0.04,0.15,0.57
146,Field 2 - white_grape,000092,"(51.00411865920438, 0.5432241908745443)",0.73,0.78,0.71
147,Field 2 - white_grape,000093,"(51.00404766712469, 0.5431412555626427)",0.73,0.44,0.24
148,Field 2 - white_grape,000094,"(51.003976675044996, 0.5430583202507411)",1.0,0.26,0.57
149,Field 2 - white_grape,000095,"(51.0039056829653, 0.5429753849388395)",0.32,0.95,0.0
150,Field 2 - white_grape,000096,"(51.00383469088562, 0.5428924496269377)",0.46,0.86,0.1
151,Field 2 - white_grape,000097,"(51.003763698805926, 0.542809514315036)",0.88,0.91,0.62
152,Field 2 - white_grape,000098,"(51.003692706726234, 0.5427265790031344)",0.36,0.78,0.81
153,Field 2 - white_grape,000099,"(51.00362171464655, 0.5426436436912326)",0.32,0.89,0.0
154,Field 2 - white_grape,00009A,"(51.00355072256686, 0.5425607083793309)",0.05,0.7,0.56
155,Field 2 - white_grape,00009B,"(51.003479730487165, 0.5424777730674293)",0.79,0.03,0.62
156,Field 2 - white_grape,00009C,"(51.00424870013155, 0.5435439888899358)",0.38,0.73,0.56
157,Field 2 - white_grape,00009D,"(51.004177708051856, 0.5434610535780342)",1.0,0.6,0.2
158,Field 2 - white_grape,00009E,"(51.00410671597216, 0.5433781182661325)",0.75,0.07,0.73
159,Field 2 - white_grape,00009F,"(51.00403572389248, 0.5432951829542307)",0.99,0.93,0.14
160,Field 2 - white_grape,0000A0,"(51.003964731812786, 0.5432122476423291)",0.89,0.04,0.77
161,Field 2 - white_grape,0000A1,"(51.003893739733094, 0.5431293123304275)",0.88,0.67,0.69
162,Field 2 - white_grape,0000A2,"(51.0038227476534, 0.5430463770185259)",0.12,0.1,0.75
163,Field 2 - white_grape,0000A3,"(51.00375175557372, 0.5429634417066241)",0.25,0.34,0.57
164,Field 2 - white_grape,0000A4,"(51.003680763494025, 0.5428805063947224)",0.12,0.55,0.72
165,Field 2 - white_grape,0000A5,"(51.00360977141433, 0.5427975710828208)",0.16,0.04,0.56
166,Field 2 - white_grape,0000A6,"(51.00353877933465, 0.542714635770919)",0.48,0.33,0.6
167,Field 2 - white_grape,0000A7,"(51.004165764819646, 0.543614980969627)",0.53,0.81,0.39
168,Field 2 - white_grape,0000A8,"(51.004094772739954, 0.5435320456577254)",0.75,0.66,0.52
169,Field 2 - white_grape,0000A9,"(51.00402378066026, 0.5434491103458237)",0.29,0.6,0.86
170,Field 2 - white_grape,0000AA,"(51.00395278858058, 0.5433661750339219)",0.65,0.17,0.81
171,Field 2 - white_grape,0000AB,"(51.003881796500885, 0.5432832397220203)",0.11,0.15,0.31
172,Field 2 - white_grape,0000AC,"(51.00381080442119, 0.5432003044101187)",0.11,0.75,0.88
173,Field 2 - white_grape,0000AD,"(51.0037398123415, 0.5431173690982171)",0.02,0.68,0.74
174,Field 2 - white_grape,0000AE,"(51.003668820261815, 0.5430344337863153)",0.63,0.21,0.36
175,Field 2 - white_grape,0000AF,"(51.00359782818212, 0.5429514984744136)",0.34,0.03,0.3
176,Field 2 - white_grape,0000B0,"(51.00352683610243, 0.542868563162512)",0.55,0.72,0.31
177,Field 2 - white_grape,0000B1,"(51.004082829507745, 0.5436859730493181)",0.37,0.81,0.25
178,Field 2 - white_grape,0000B2,"(51.00401183742805, 0.5436030377374165)",0.58,0.24,0.75
179,Field 2 - white_grape,0000B3,"(51.00394084534836, 0.5435201024255147)",0.78,0.71,0.41
180,Field 2 - white_grape,0000B4,"(51.003869853268675, 0.543437167113613)",0.92,0.45,0.26
181,Field 2 - white_grape,0000B5,"(51.00379886118898, 0.5433542318017114)",0.49,0.52,0.04
182,Field 2 - white_grape,0000B6,"(51.00372786910929, 0.5432712964898098)",0.25,0.95,0.14
183,Field 2 - white_grape,0000B7,"(51.0036568770296, 0.5431883611779081)",0.23,0.58,0.04
184,Field 2 - white_grape,0000B8,"(51.00358588494991, 0.5431054258660064)",0.92,0.22,0.83
185,Field 2 - white_grape,0000B9,"(51.00399989419584, 0.5437569651290092)",0.38,0.96,0.67
186,Field 2 - white_grape,0000BA,"(51.00392890211615, 0.5436740298171076)",0.97,0.37,0.85
187,Field 2 - white_grape,0000BB,"(51.00385791003646, 0.5435910945052058)",0.48,0.62,0.2
188,Field 2 - white_grape,0000BC,"(51.00378691795677, 0.5435081591933041)",0.86,0.4,0.23
189,Field 2 - white_grape,0000BD,"(51.00371592587708, 0.5434252238814025)",0.93,0.7,0.16
190,Field 2 - white_grape,0000BE,"(51.00364493379739, 0.5433422885695008)",0.83,0.27,0.16
191,Field 2 - white_grape,0000BF,"(51.00384596680425, 0.5437450218967986)",0.89,0.58,0.78
192,Field 2 - white_grape,0000C0,"(51.00377497472456, 0.5436620865848969)",0.93,0.91,0.91
193,Field 2 - white_grape,0000C1,"(51.00370398264487, 0.5435791512729952)",0.09,0.91,0.88
194,Field 2 - white_grape,0000C2,"(51.00363299056518, 0.5434962159610935)",0.38,0.68,0.02
195,Field 2 - white_grape,0000C3,"(51.00376303149235, 0.543816013976485)",0.11,0.35,0.65
196,Field 2 - white_grape,0000C4,"(51.003692039412655, 0.5437330786645833)",0.56,0.13,0.41
0,Field 3 - white_grape,000000,"(51.00370333697262, 0.5447056912751355)",0.32,0.71,0.08
1,Field 3 - white_grape,000001,"(51.003592361035714, 0.5445760454895647)",0.76,0.35,0.09
2,Field 3 - white_grape,000002,"(51.00390661899777, 0.5452056045687496)",0.81,0.35,0.5
3,Field 3 - white_grape,000003,"(51.00379564306086, 0.5450759587831788)",0.99,0.09,0.16
4,Field 3 - white_grape,000004,"(51.003684667123956, 0.544946312997608)",0.79,0.58,0.52
5,Field 3 - white_grape,000005,"(51.00357369118705, 0.5448166672120373)",0.59,0.17,0.67
6,Field 3 - white_grape,000006,"(51.003462715250144, 0.5446870214264665)",0.55,0.19,0.16
7,Field 3 - white_grape,000007,"(51.003998925085995, 0.5455758720767976)",0.91,0.47,0.91
8,Field 3 - white_grape,000008,"(51.00388794914909, 0.5454462262912269)",0.45,0.64,0.57
9,Field 3 - white_grape,000009,"(51.00377697321219, 0.545316580505656)",0.47,0.4,0.43
10,Field 3 - white_grape,00000A,"(51.003665997275284, 0.5451869347200853)",0.22,0.36,0.36
11,Field 3 - white_grape,00000B,"(51.00355502133838, 0.5450572889345144)",0.26,0.36,0.03
12,Field 3 - white_grape,00000C,"(51.00344404540147, 0.5449276431489437)",0.24,0.13,0.13
13,Field 3 - white_grape,00000D,"(51.00333306946457, 0.544797997363373)",0.5,0.3,0.06
14,Field 3 - white_grape,00000E,"(51.00409123117424, 0.5459461395848411)",0.72,0.04,0.83
15,Field 3 - white_grape,00000F,"(51.00398025523734, 0.5458164937992702)",0.85,0.54,0.56
16,Field 3 - white_grape,000010,"(51.00386927930043, 0.5456868480136995)",0.6,0.12,0.12
17,Field 3 - white_grape,000011,"(51.003758303363526, 0.5455572022281288)",0.91,0.35,0.11
18,Field 3 - white_grape,000012,"(51.00364732742663, 0.5454275564425579)",0.47,0.12,0.01
19,Field 3 - white_grape,000013,"(51.00353635148972, 0.5452979106569872)",0.8,0.31,0.22
20,Field 3 - white_grape,000014,"(51.003425375552816, 0.5451682648714163)",0.18,0.57,0.8
21,Field 3 - white_grape,000015,"(51.00331439961591, 0.5450386190858456)",0.08,0.16,0.28
22,Field 3 - white_grape,000016,"(51.003203423679004, 0.5449089733002749)",0.34,0.77,0.77
23,Field 3 - white_grape,000017,"(51.004072561325565, 0.5461867613073182)",0.3,0.86,0.1
24,Field 3 - white_grape,000018,"(51.003961585388666, 0.5460571155217475)",1.0,0.56,0.31
25,Field 3 - white_grape,000019,"(51.00385060945176, 0.5459274697361767)",0.26,0.26,0.12
26,Field 3 - white_grape,00001A,"(51.003739633514854, 0.5457978239506059)",0.05,0.68,0.6
27,Field 3 - white_grape,00001B,"(51.00362865757795, 0.5456681781650352)",0.76,0.14,0.05
28,Field 3 - white_grape,00001C,"(51.00351768164105, 0.5455385323794644)",0.45,0.8,0.04
29,Field 3 - white_grape,00001D,"(51.003406705704144, 0.5454088865938936)",0.74,0.71,0.88
30,Field 3 - white_grape,00001E,"(51.00329572976724, 0.5452792408083228)",0.11,0.99,0.17
31,Field 3 - white_grape,00001F,"(51.00318475383033, 0.5451495950227521)",0.91,0.44,0.79
32,Field 3 - white_grape,000020,"(51.00307377789343, 0.5450199492371813)",0.49,0.38,0.31
33,Field 3 - white_grape,000021,"(51.00416486741381, 0.5465570288153616)",1.0,0.42,0.84
34,Field 3 - white_grape,000022,"(51.00405389147691, 0.5464273830297908)",0.95,0.53,0.19
35,Field 3 - white_grape,000023,"(51.00394291554, 0.54629773724422)",0.45,0.84,0.32
36,Field 3 - white_grape,000024,"(51.0038319396031, 0.5461680914586493)",0.0,0.12,0.38
37,Field 3 - white_grape,000025,"(51.0037209636662, 0.5460384456730785)",0.81,0.37,0.64
38,Field 3 - white_grape,000026,"(51.00360998772929, 0.5459087998875077)",0.28,0.47,0.45
39,Field 3 - white_grape,000027,"(51.003499011792385, 0.545779154101937)",0.61,0.53,0.46
40,Field 3 - white_grape,000028,"(51.00338803585549, 0.5456495083163662)",0.94,0.46,0.7
41,Field 3 - white_grape,000029,"(51.00327705991858, 0.5455198625307954)",0.48,0.93,0.2
42,Field 3 - white_grape,00002A,"(51.003166083981675, 0.5453902167452246)",0.28,0.74,0.47
43,Field 3 - white_grape,00002B,"(51.00305510804477, 0.5452605709596539)",0.87,0.1,0.81
44,Field 3 - white_grape,00002C,"(51.002944132107864, 0.5451309251740831)",0.24,0.82,0.19
45,Field 3 - white_grape,00002D,"(51.004368149438946, 0.5470569421089804)",0.97,0.75,0.83
46,Field 3 - white_grape,00002E,"(51.00425717350205, 0.5469272963234096)",0.56,0.06,0.51
47,Field 3 - white_grape,00002F,"(51.00414619756514, 0.5467976505378389)",0.84,0.84,0.32
48,Field 3 - white_grape,000030,"(51.004035221628236, 0.5466680047522681)",0.19,0.94,0.86
49,Field 3 - white_grape,000031,"(51.00392424569133, 0.5465383589666972)",0.65,0.96,0.69
50,Field 3 - white_grape,000032,"(51.003813269754424, 0.5464087131811265)",0.24,0.35,0.59
51,Field 3 - white_grape,000033,"(51.003702293817526, 0.5462790673955558)",0.26,0.45,0.08
52,Field 3 - white_grape,000034,"(51.00359131788062, 0.5461494216099849)",0.49,0.7,0.79
53,Field 3 - white_grape,000035,"(51.003480341943714, 0.5460197758244142)",0.36,0.23,0.47
54,Field 3 - white_grape,000036,"(51.00336936600681, 0.5458901300388435)",0.8,0.62,0.74
55,Field 3 - white_grape,000037,"(51.00325839006991, 0.5457604842532726)",0.37,0.46,0.39
56,Field 3 - white_grape,000038,"(51.003147414133004, 0.5456308384677019)",0.82,0.78,0.43
57,Field 3 - white_grape,000039,"(51.0030364381961, 0.545501192682131)",0.06,0.18,0.12
58,Field 3 - white_grape,00003A,"(51.00292546225919, 0.5453715468965603)",0.0,1.0,0.75
59,Field 3 - white_grape,00003B,"(51.002814486322286, 0.5452419011109896)",0.51,0.6,0.23
60,Field 3 - white_grape,00003C,"(51.00446045552719, 0.5474272096170237)",0.87,0.84,0.57
61,Field 3 - white_grape,00003D,"(51.00434947959028, 0.547297563831453)",0.22,0.25,0.49
62,Field 3 - white_grape,00003E,"(51.004238503653376, 0.5471679180458822)",0.6,0.5,0.84
63,Field 3 - white_grape,00003F,"(51.00412752771648, 0.5470382722603114)",0.89,0.06,0.65
64,Field 3 - white_grape,000040,"(51.00401655177957, 0.5469086264747407)",0.42,0.8,0.55
65,Field 3 - white_grape,000041,"(51.003905575842666, 0.5467789806891699)",0.35,0.76,0.22
66,Field 3 - white_grape,000042,"(51.00379459990576, 0.546649334903599)",0.1,0.12,0.07
67,Field 3 - white_grape,000043,"(51.003683623968854, 0.5465196891180283)",0.2,0.61,0.76
68,Field 3 - white_grape,000044,"(51.003572648031955, 0.5463900433324576)",0.96,0.77,0.12
69,Field 3 - white_grape,000045,"(51.00346167209505, 0.5462603975468867)",0.22,0.89,0.76
70,Field 3 - white_grape,000046,"(51.003350696158144, 0.546130751761316)",0.71,0.99,0.28
71,Field 3 - white_grape,000047,"(51.00323972022124, 0.5460011059757452)",0.24,0.97,0.53
72,Field 3 - white_grape,000048,"(51.00312874428434, 0.5458714601901744)",0.05,0.02,0.58
73,Field 3 - white_grape,000049,"(51.00301776834743, 0.5457418144046037)",0.51,0.04,0.72
74,Field 3 - white_grape,00004A,"(51.00290679241053, 0.5456121686190328)",0.52,0.98,0.59
75,Field 3 - white_grape,00004B,"(51.00279581647362, 0.5454825228334621)",0.47,0.81,0.06
76,Field 3 - white_grape,00004C,"(51.00455276161542, 0.5477974771250718)",0.0,0.3,0.36
77,Field 3 - white_grape,00004D,"(51.00444178567852, 0.5476678313395009)",0.26,0.07,0.38
78,Field 3 - white_grape,00004E,"(51.00433080974162, 0.5475381855539302)",0.38,0.09,0.93
79,Field 3 - white_grape,00004F,"(51.00421983380471, 0.5474085397683595)",0.83,0.66,0.8
80,Field 3 - white_grape,000050,"(51.004108857867806, 0.5472788939827886)",0.6,0.83,0.22
81,Field 3 - white_grape,000051,"(51.00399788193091, 0.5471492481972179)",0.74,0.74,0.15
82,Field 3 - white_grape,000052,"(51.003886905994, 0.5470196024116472)",0.11,0.67,0.31
83,Field 3 - white_grape,000053,"(51.003775930057095, 0.5468899566260763)",0.39,0.16,0.48
84,Field 3 - white_grape,000054,"(51.00366495412019, 0.5467603108405055)",0.19,0.15,0.37
85,Field 3 - white_grape,000055,"(51.003553978183284, 0.5466306650549347)",0.54,0.85,0.58
86,Field 3 - white_grape,000056,"(51.003443002246385, 0.546501019269364)",0.06,0.94,0.59
87,Field 3 - white_grape,000057,"(51.00333202630948, 0.5463713734837932)",0.04,0.46,0.21
88,Field 3 - white_grape,000058,"(51.003221050372574, 0.5462417276982224)",0.27,0.11,0.44
89,Field 3 - white_grape,000059,"(51.00311007443567, 0.5461120819126517)",0.73,0.62,0.06
90,Field 3 - white_grape,00005A,"(51.00299909849877, 0.5459824361270809)",0.28,0.19,0.79
91,Field 3 - white_grape,00005B,"(51.00288812256186, 0.5458527903415101)",0.02,0.1,0.67
92,Field 3 - white_grape,00005C,"(51.00277714662496, 0.5457231445559393)",0.0,0.45,0.14
93,Field 3 - white_grape,00005D,"(51.00442311582985, 0.5479084530619736)",0.86,0.48,0.09
94,Field 3 - white_grape,00005E,"(51.00431213989295, 0.5477788072764027)",0.12,0.17,0.23
95,Field 3 - white_grape,00005F,"(51.00420116395605, 0.547649161490832)",0.12,0.5,0.11
96,Field 3 - white_grape,000060,"(51.00409018801914, 0.5475195157052613)",0.76,0.67,0.83
97,Field 3 - white_grape,000061,"(51.003979212082236, 0.5473898699196904)",0.81,0.31,0.94
98,Field 3 - white_grape,000062,"(51.00386823614534, 0.5472602241341197)",0.84,0.99,0.13
99,Field 3 - white_grape,000063,"(51.00375726020843, 0.547130578348549)",0.97,0.4,0.67
100,Field 3 - white_grape,000064,"(51.003646284271525, 0.5470009325629781)",0.53,0.54,0.65
101,Field 3 - white_grape,000065,"(51.00353530833462, 0.5468712867774073)",0.07,0.52,0.94
102,Field 3 - white_grape,000066,"(51.003424332397714, 0.5467416409918365)",0.12,0.91,0.53
103,Field 3 - white_grape,000067,"(51.003313356460815, 0.5466119952062658)",0.7,0.81,0.78
104,Field 3 - white_grape,000068,"(51.00320238052391, 0.546482349420695)",0.59,0.15,0.58
105,Field 3 - white_grape,000069,"(51.003091404587, 0.5463527036351242)",0.61,0.06,0.58
106,Field 3 - white_grape,00006A,"(51.0029804286501, 0.5462230578495535)",0.86,0.05,0.83
107,Field 3 - white_grape,00006B,"(51.0028694527132, 0.5460934120639827)",0.7,0.1,0.28
108,Field 3 - white_grape,00006C,"(51.00429347004428, 0.54801942899888)",0.04,0.99,0.15
109,Field 3 - white_grape,00006D,"(51.00418249410738, 0.5478897832133092)",0.11,0.62,0.33
110,Field 3 - white_grape,00006E,"(51.00407151817048, 0.5477601374277384)",0.88,0.35,0.31
111,Field 3 - white_grape,00006F,"(51.00396054223357, 0.5476304916421677)",0.62,0.46,0.77
112,Field 3 - white_grape,000070,"(51.003849566296665, 0.5475008458565969)",0.71,0.95,0.25
113,Field 3 - white_grape,000071,"(51.00373859035977, 0.5473712000710261)",0.37,0.85,0.04
114,Field 3 - white_grape,000072,"(51.00362761442286, 0.5472415542854554)",0.67,0.18,0.5
115,Field 3 - white_grape,000073,"(51.003516638485955, 0.5471119084998846)",0.7,0.66,0.7
116,Field 3 - white_grape,000074,"(51.00340566254905, 0.5469822627143137)",0.27,0.97,0.33
117,Field 3 - white_grape,000075,"(51.00329468661214, 0.546852616928743)",0.44,0.72,0.32
118,Field 3 - white_grape,000076,"(51.003183710675245, 0.5467229711431723)",0.71,0.34,0.66
119,Field 3 - white_grape,000077,"(51.00307273473834, 0.5465933253576014)",0.7,0.39,0.47
120,Field 3 - white_grape,000078,"(51.00296175880143, 0.5464636795720307)",0.93,0.33,0.9
121,Field 3 - white_grape,000079,"(51.00416382425871, 0.5481304049357819)",0.04,0.37,0.45
122,Field 3 - white_grape,00007A,"(51.00405284832181, 0.5480007591502111)",0.32,0.45,0.63
123,Field 3 - white_grape,00007B,"(51.00394187238491, 0.5478711133646403)",0.48,0.04,0.82
124,Field 3 - white_grape,00007C,"(51.003830896448, 0.5477414675790696)",0.16,0.9,0.95
125,Field 3 - white_grape,00007D,"(51.003719920511095, 0.5476118217934988)",0.8,0.74,0.97
126,Field 3 - white_grape,00007E,"(51.0036089445742, 0.547482176007928)",0.97,0.89,0.42
127,Field 3 - white_grape,00007F,"(51.00349796863729, 0.5473525302223573)",0.51,0.72,0.65
128,Field 3 - white_grape,000080,"(51.003386992700385, 0.5472228844367865)",0.78,0.54,0.43
129,Field 3 - white_grape,000081,"(51.00327601676348, 0.5470932386512156)",0.58,0.64,0.29
130,Field 3 - white_grape,000082,"(51.00316504082657, 0.5469635928656449)",0.57,0.78,0.11
131,Field 3 - white_grape,000083,"(51.003054064889675, 0.5468339470800742)",0.31,0.0,0.43
132,Field 3 - white_grape,000084,"(51.00403417847314, 0.5482413808726883)",0.32,0.38,0.87
133,Field 3 - white_grape,000085,"(51.00392320253624, 0.5481117350871174)",0.69,0.43,0.07
134,Field 3 - white_grape,000086,"(51.00381222659934, 0.5479820893015467)",0.4,0.75,0.55
135,Field 3 - white_grape,000087,"(51.00370125066243, 0.547852443515976)",0.82,0.1,0.74
136,Field 3 - white_grape,000088,"(51.003590274725525, 0.5477227977304051)",0.88,0.83,0.7
137,Field 3 - white_grape,000089,"(51.003479298788626, 0.5475931519448344)",0.63,0.47,0.6
138,Field 3 - white_grape,00008A,"(51.00336832285172, 0.5474635061592636)",0.92,0.29,0.05
139,Field 3 - white_grape,00008B,"(51.003257346914815, 0.5473338603736928)",0.55,0.35,0.91
140,Field 3 - white_grape,00008C,"(51.00314637097791, 0.547204214588122)",0.07,0.09,0.58
141,Field 3 - white_grape,00008D,"(51.00390453268757, 0.5483523568095902)",0.01,0.11,0.19
142,Field 3 - white_grape,00008E,"(51.00379355675067, 0.5482227110240193)",0.18,0.94,0.75
143,Field 3 - white_grape,00008F,"(51.003682580813766, 0.5480930652384486)",0.57,0.8,0.95
144,Field 3 - white_grape,000090,"(51.00357160487686, 0.5479634194528779)",0.47,0.25,1.0
145,Field 3 - white_grape,000091,"(51.003460628939955, 0.547833773667307)",0.44,0.53,0.01
146,Field 3 - white_grape,000092,"(51.003349653003056, 0.5477041278817363)",0.68,0.58,0.74
147,Field 3 - white_grape,000093,"(51.00323867706615, 0.5475744820961655)",0.52,0.81,0.6
148,Field 3 - white_grape,000094,"(51.003127701129245, 0.5474448363105947)",0.0,0.09,0.28
149,Field 3 - white_grape,000095,"(51.003774886902, 0.5484633327464966)",0.82,0.84,0.7
150,Field 3 - white_grape,000096,"(51.0036639109651, 0.5483336869609258)",0.25,0.65,0.19
151,Field 3 - white_grape,000097,"(51.003552935028196, 0.548204041175355)",0.27,0.66,0.71
152,Field 3 - white_grape,000098,"(51.00344195909129, 0.5480743953897843)",0.43,0.16,0.77
153,Field 3 - white_grape,000099,"(51.003330983154385, 0.5479447496042135)",0.87,0.64,0.9
154,Field 3 - white_grape,00009A,"(51.003220007217486, 0.5478151038186427)",0.23,0.33,0.99
155,Field 3 - white_grape,00009B,"(51.00364524111643, 0.5485743086833984)",0.99,0.51,0.31
156,Field 3 - white_grape,00009C,"(51.00353426517953, 0.5484446628978276)",0.54,0.08,0.61
157,Field 3 - white_grape,00009D,"(51.003423289242626, 0.5483150171122568)",0.62,0.82,0.21
158,Field 3 - white_grape,00009E,"(51.00331231330572, 0.5481853713266861)",0.1,0.25,0.69
159,Field 3 - white_grape,00009F,"(51.00351559533085, 0.5486852846203049)",0.43,0.63,0.29
160,Field 3 - white_grape,0000A0,"(51.003404619393955, 0.548555638834734)",0.85,0.26,0.89
161,Field 3 - white_grape,0000A1,"(51.00329364345705, 0.5484259930491633)",0.23,0.01,0.52
0,Field 4 - white_grape,000000,"(51.005807639857075, 0.5472970984560486)",0.48,0.12,0.5
1,Field 4 - white_grape,000001,"(51.00590585948229, 0.5476910869411397)",0.24,0.22,0.53
2,Field 4 - white_grape,000002,"(51.00578777393519, 0.5475531354721465)",0.84,0.37,0.0
3,Field 4 - white_grape,000003,"(51.00566968838808, 0.5474151840031531)",0.2,0.12,0.19
4,Field 4 - white_grape,000004,"(51.00555160284098, 0.5472772325341599)",0.01,0.86,0.17
5,Field 4 - white_grape,000005,"(51.00588599356039, 0.5479471239572374)",0.59,0.78,0.5
6,Field 4 - white_grape,000006,"(51.00576790801329, 0.5478091724882442)",0.82,0.76,0.67
7,Field 4 - white_grape,000007,"(51.00564982246619, 0.547671221019251)",0.84,0.99,0.47
8,Field 4 - white_grape,000008,"(51.00553173691908, 0.5475332695502577)",0.91,0.65,0.43
9,Field 4 - white_grape,000009,"(51.00541365137198, 0.5473953180812645)",0.67,0.06,0.33
10,Field 4 - white_grape,00000A,"(51.005984213185606, 0.5483411124423285)",0.29,0.85,0.14
11,Field 4 - white_grape,00000B,"(51.005866127638505, 0.5482031609733353)",0.7,0.42,0.42
12,Field 4 - white_grape,00000C,"(51.0057480420914, 0.548065209504342)",0.89,0.41,0.26
13,Field 4 - white_grape,00000D,"(51.0056299565443, 0.5479272580353488)",0.77,0.97,0.62
14,Field 4 - white_grape,00000E,"(51.005511870997196, 0.5477893065663556)",0.6,0.7,0.38
